ori,agency_name,state,Award Name,Award Number,City,County,State,Title,Description,fsaEvaluation,fsaCoordination,fsaDeliverables,fsaProjectTitle,Program Description
CA0380100,San Francisco Police Department,CA,"SAN FRANCISCO, CITY & COUNTY OF",2017-DJ-BX-0943,SAN FRANCISCO,,CA,BJA FY 17 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG) allows states and units of local government, including tribes, to support a broad range of criminal justice related activities based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following purpose areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; 7) crime victim and witness programs (other than compensation); and 8) mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams.
 
This Local JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Any equipment purchases or funded initiatives such as overtime, task forces, drug programs, information sharing, etc. will be aimed at reducing crime and/or enhancing public/officer safety.
 
NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 17 Local JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
CA0380100,San Francisco Police Department,CA,City and County of San Francisco,2016-DJ-BX-0898,San Francisco,San Francisco,CA,Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG) allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation).  The City and County of San Francisco will use the FY 16 JAG funds to hire personnel to fill critical positions in the criminal justice system and to provide training for executive leadership.  NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",Coordinating the grant funds with other units of local government and with state justice planning efforts is strongly encouraged.,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Department's responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJA's Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 16 JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
CA0380100,San Francisco Police Department,CA,City and County of San Francisco,2015-DJ-BX-0208,San Francisco,San Francisco,CA,BJA FY 15 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG) allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation).  

The City and County of San Francisco will use the FY 15 JAG funds to reduce drug activity and violence in high-crime neighborhoods and to support community-based prevention, education, and reentry projects.  NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",Coordinating the grant funds with other units of local government and with state justice planning efforts is strongly encouraged.,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 15 JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
CA0380100,San Francisco Police Department,CA,"SAN FRANCISCO, CITY & COUNTY OF",2020-DJ-BX-0783,SAN FRANCISCO,,CA,BJA FY 20 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation) and 8) mental health programs and related law enforcement and corrections programs.

This JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Funded programs or initiatives may include multijurisdictional drug and gang task forces, crime prevention and domestic violence programs, courts, corrections, treatment, justice information sharing initiatives, or other programs aimed at reducing crime and/or enhancing public/officer safety.
 
NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and an annual performance report through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measurement Tool (PMT) website (https://bjapmt.ojp.gov/).",FY 20 Local JAG Program,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program is the primary provider of federal criminal justice funding to states and units of local government and is authorized by Title I of the Omnibus Crime Control and Safe Streets Act of 1968 (Public Law No. 90-351) (generally codified at 34 U.S.C. 10151-10726), including subpart 1 of part E (codified at 34 U.S.C. 10151 - 10158); see also 28 U.S.C. 530C(a).  The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs;  7) crime victim and witness programs (other than compensation); and 8) Mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams."
CA0380100,San Francisco Police Department,CA,"SAN FRANCISCO, CITY & COUNTY OF",2018-FU-CX-K042,SAN FRANCISCO,,CA,"FY 2018 NCS-X Implementation Assistance Program: Support for Local Law Enforcement Agencies, Part 2","The National Crime Statistics Exchange (NCS-X) is an effort to expand the FBIs National Incident-Based Reporting System (NIBRS) into a nationally representative system of incident-based crime statistics. BJS and the FBI are implementing NCS-X with the support of other Department of Justice agencies, including the Office for Victims of Crime. The goal of NCS-X is to enroll a sample of 400 scientifically selected law enforcement agencies to submit data to NIBRS; when these 400 new NIBRS-reporting agencies are combined with the more than 6,600 agencies that currently report to NIBRS, the nation will have a nationally representative system of incident-based crime statistics drawn from the operational data systems of local police departments. These incident-based data will draw upon the attributes and circumstances of criminal incidents and allow for more detailed and transparent descriptions of crime in communities. The current mechanism by which local law enforcement (LE) agencies report data to the FBIs NIBRS, in general, is for local LE agencies to submit data to their state UCR reporting program, and then for the state UCR program to report those data to the FBI. While the FBI does accept NIBRS data directly from a small number of law enforcement agencies, the highly preferred route of reporting is through the state UCR program. The FY2018 solicitation furthers the goals of the NCS-X initiative by providing funding to the remaining states and local agencies in the NCS-X sample in order to assist them in their transition to NIBRS reporting. SFPD has a home-grown RMS, called Crime Data Warehouse (CDW), that feeds into 40 other partner agencies. For example, arrests alone are updated nightly to 10 different systems. CDW is not currently NIBRS compliant: it misses expected IBR offense codes, response categories, as well as edit rules & validations. Using funds provided under this award, SFPD will perform an extensive business analysis to determine how to convert its 2,000 incident codes (in CDW) into the Offense Codes used by NIBRS.  They will then integrate the NIBRS data with the functioning of the rest of SFPDs system, and with all of its partner agencies to become NIBRS compliant.

CA/NCF","The grantee will be evaluated on the following factors: 1) quality of project management, including the successful and timely completion of tasks described in the submitted application; 2) quality and timeliness of deliverables submitted to BJS; 3) implementation of communications strategy to keep the BJS project manager (PM) and the NCS-X implementation team apprised of the status of the project; and 4) delivery of products and services as described in the submitted application and deliverables.",,"Under this award the applicant will be responsible for the following deliverables (1)A project kickoff meeting to be held shortly after the start of the award. The kickoff meeting should be done via teleconference or video conference to save on travel costs. (2)If necessary after the discussion with BJS and the NCS-X Implementation Team at the kickoff meetinga revised, detailed timeline including: dates of completion for each task; dates of delivery for any deliverables; dates of delivery for monthly status reports; and the dates of scheduled meetings where applicable. (3)A revised budget, if necessary, based on the total award and discussion with BJS and the NCS-X Implementation Team at the kickoff meeting. (4)Communication plan: Each application should outline a communication strategy that will describe how the recipient of funds will provide project updates to BJS and the NCS-X Implementation Team, and describe how the project activities will be communicated within the agency, with the state and with the NCS-X Team. The communication strategy should include regular phone conferences with BJS, the State UCR program, and the NCS-X Implementation Team. During the award period: (1)Status reports: monthly, written reports that update the status of each task identified and report the progress made toward completion of each and monthly budget status updates. (2)Required financial reports. (3)Any additional deliverables identified by the applicant in the funding proposal. (4)All required award progress reports. All other deliverables indicated in the solicitation and the application supplied by the grantee",National Incident-Based Reporting System (NIBRS) Implementation for San Francisco Police Department,"The National Crime Statistics Exchange (NCS-X) Initiative is part of a national movement to expand the number of law enforcement (LE) agencies reporting crime data to the FBIs National Incident-Based Reporting System (NIBRS). NCS-X seeks to transition a select sample of 400 LE agencies from across the country, including all of the largest agencies, to NIBRS, in order to use NIBRS data to generate national crime statistics. Under this funding announcement, BJS, in partnership with the FBI, seeks applications for funding to enable small and medium local LE agencies in the NCS-X sample those agencies with fewer than 750 or more sworn officers that are currently not reporting incident-based data to the Uniform Crime Reporting (UCR) Program to report crime data to the FBIs NIBRS, either through their state UCR Program or directly to the FBI. Enhancing the ability of LE agencies in the nation to submit incident-based data to their state UCR Program or to the FBI directly is an effort jointly supported by BJS and the FBI."
CA0450200,Redding Police Department,CA,"REDDING, CITY OF",15PBJA-21-GG-01252-JAGX,REDDING,CA,CA,BJA FY 21 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation) and 8) mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams.

 

This JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Funded programs or initiatives may include multijurisdictional drug and gang task forces, crime prevention and domestic violence programs, courts, corrections, treatment, justice information sharing initiatives, or other programs aimed at reducing crime and/or enhancing public/officer safety.",,,"Goals 

In general, the FY 2021 JAG Program is designed to provide units of local government with additional personnel, equipment, supplies, contractual support, training, technical assistance, and information systems for criminal justice. Although the JAG Program provides assistance directly to states, through pass-through (and similar) requirements, the JAG Program also is designed to assist units of local government with respect to their criminal justice needs. 

Objectives

The objectives are directly related to the JAG Program accountability measures described at https://bja.ojp.gov/sites/g/files/xyckuh186/files/media/document/jag-pmt-accountability-measures.pdf and demonstrate the results of the work completed, as discussed under What an Application Should Include.

The goals and objectives are directly related to the performance measures that demonstrate the results of the work completed, as discussed under the Application and Submission Information section.

Deliverables

A unit of local government that receives an FY 2021 JAG award will be required to produce various types of reports, including quarterly financial reports, quarterly performance reports, and semiannual progress reports in JustGrants.",2021 JAG Grant - Purchase of Police Equipment,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program is the primary provider of federal criminal justice funding to states and units of local government and is authorized by Title I of the Omnibus Crime Control and Safe Streets Act of 1968 (Public Law No. 90-351) (generally codified at 34 U.S.C. 10151-10726), including subpart 1 of part E (codified at 34 U.S.C. 10151 - 10158); see also 28 U.S.C. 530C(a).  The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs;  7) crime victim and witness programs (other than compensation); and 8) Mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams."
CA0193300,Inglewood Police Department,CA,"INGLEWOOD, CITY OF",2020-DJ-BX-0793,INGLEWOOD,,CA,BJA FY 20 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation) and 8) mental health programs and related law enforcement and corrections programs.

This JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Funded programs or initiatives may include multijurisdictional drug and gang task forces, crime prevention and domestic violence programs, courts, corrections, treatment, justice information sharing initiatives, or other programs aimed at reducing crime and/or enhancing public/officer safety.
 
NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and an annual performance report through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measurement Tool (PMT) website (https://bjapmt.ojp.gov/).",FY 20 Local JAG Program,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program is the primary provider of federal criminal justice funding to states and units of local government and is authorized by Title I of the Omnibus Crime Control and Safe Streets Act of 1968 (Public Law No. 90-351) (generally codified at 34 U.S.C. 10151-10726), including subpart 1 of part E (codified at 34 U.S.C. 10151 - 10158); see also 28 U.S.C. 530C(a).  The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs;  7) crime victim and witness programs (other than compensation); and 8) Mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams."
CA0193300,Inglewood Police Department,CA,"INGLEWOOD, CITY OF",2019-DJ-BX-0150,INGLEWOOD,,CA,BJA FY 19 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation) and 8) mental health programs and related law enforcement and corrections programs.

This JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Funded programs or initiatives may include multijurisdictional drug and gang task forces, crime prevention and domestic violence programs, courts, corrections, treatment, justice information sharing initiatives, or other programs aimed at reducing crime and/or enhancing public/officer safety.
 
NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 19 Local JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
CA0510200,Yuba City Police Department,CA,"YUBA CITY, CITY OF",2020-DJ-BX-0747,YUBA CITY,,CA,BJA FY 20 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation) and 8) mental health programs and related law enforcement and corrections programs.

This JAG award will be used to support criminal justice initiatives that fall under one or more of the allowable program areas above. Funded programs or initiatives may include multijurisdictional drug and gang task forces, crime prevention and domestic violence programs, courts, corrections, treatment, justice information sharing initiatives, or other programs aimed at reducing crime and/or enhancing public/officer safety.  NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and an annual performance report through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measurement Tool (PMT) website (https://bjapmt.ojp.gov/).",FY 20 Local JAG Program,"The Edward Byrne Memorial Justice Assistance Grant (JAG) Program is the primary provider of federal criminal justice funding to states and units of local government and is authorized by Title I of the Omnibus Crime Control and Safe Streets Act of 1968 (Public Law No. 90-351) (generally codified at 34 U.S.C. 10151-10726), including subpart 1 of part E (codified at 34 U.S.C. 10151 - 10158); see also 28 U.S.C. 530C(a).  The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs;  7) crime victim and witness programs (other than compensation); and 8) Mental health programs and related law enforcement and corrections programs, including behavioral programs and crisis intervention teams."
CA0193300,Inglewood Police Department,CA,Inglewood City of,2015-DJ-BX-0950,Inglewood,Los Angeles,CA,BJA FY 15 Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG) allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation).



The grantee will use the JAG award to fund a part-time civilian investigator.  The civilian investigator is assigned to the Police Departments Detective Unit and is primarily responsible for assisting detectives with investigations and handling non-hazardous investigations.  The goal of this project is to reduce the caseload for civilian investigator; therefore, keeping investigators available for cases involving more serious crimes that are an immediate threat to public safety.

NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",Coordinating the grant funds with other units of local government and with state justice planning efforts is strongly encouraged.,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Departments responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJAs Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 15 JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
CA0193300,Inglewood Police Department,CA,Inglewood City of,2016-DJ-BX-0354,Inglewood,Los Angeles,CA,Edward Byrne Memorial Justice Assistance Grant (JAG) Program - Local Solicitation,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG) allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation).

The City of Inglewood will use the FY 16 JAG award to retain the part-time civilian investigator position under the Inglewood Part-Time Civilian Investigators project. The civilian investigator is assigned to the Departments Detective Unit. The person assigned to this position is primarily responsible for assisting detectives with investigations and handling non-hazardous investigations. NCA/NCF","JAG recipients will cooperate with any assessments, national evaluation efforts, or information or data collection requests, including, but not limited to, the provision of any information required for the assessment or evaluation of any activities within this project.",Coordinating the grant funds with other units of local government and with state justice planning efforts is strongly encouraged.,"Award recipients must submit quarterly Federal Financial Reports (SF-425) and semi-annual performance reports through GMS (https://grants.ojp.usdoj.gov). To assist in fulfilling the Department's responsibilities under the Government Performance and Results Act (GPRA), P.L. 103-62, applicants who receive funding under this solicitation must provide data that measure the results of their work. Therefore, quarterly performance metrics reports must be submitted through BJA's Performance Measure Tool (PMT) website (www.bjaperformancetools.org).",FY 16 JAG Program,"The Edward Byrne Memorial Justice Assistance Grant Program (JAG), administered by BJA and authorized under Public Law 109-162 (see page 136), is the leading source of federal justice funding to state and local jurisdictions. The JAG Program allows states and units of local government, including tribes, to support a broad range of activities to prevent and control crime based on their own state and local needs and conditions. Grant funds can be used for state and local initiatives, technical assistance, training, personnel, equipment, supplies, contractual support, and information systems for criminal justice, including for any one or more of the following program areas: 1) law enforcement programs; 2) prosecution and court programs; 3) prevention and education programs; 4) corrections and community corrections programs; 5) drug treatment and enforcement programs; 6) planning, evaluation, and technology improvement programs; and 7) crime victim and witness programs (other than compensation)."
